,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
124062,108年05月15日 10時38分00秒,澎湖縣湖西鄉縣204線 6公里900.0公尺處北側向內側,死亡0;受傷2,遊覽車-大客車;普通重型-機車;乘客-人,119.63585,23.562101000000002
125305,108年05月16日 16時19分00秒,澎湖縣馬公市縣205線 5公里東側向內側,死亡0;受傷1,普通重型-機車;自用-小客車,119.583455,23.553898999999998
125344,108年05月16日 16時50分00秒,澎湖縣馬公市東文里新店路口 / 澎湖縣馬公市東文里文安路口,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,119.58118999999999,23.563132999999997
125538,108年05月16日 19時56分00秒,澎湖縣白沙鄉縣道203線15.3公里處(赤崁段),死亡0;受傷2,普通重型-機車;乘客-人,119.60013799999999,23.660870000000003
125991,108年05月17日 12時03分00秒,澎湖縣馬公市中興里光復路口 / 澎湖縣馬公市中興里樹德路口,死亡0;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,119.568284,23.568792000000002
126180,108年05月17日 15時34分00秒,澎湖縣白沙鄉縣道203線與澎8-1號道岔路口(通梁段),死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,119.55474099999999,23.65805
127767,108年05月19日 13時37分53秒,澎湖縣七美鄉中和村6鄰埔內路22-1號前0.0公尺附近,死亡0;受傷2,普通重型-機車;乘客-人,119.435344,23.208776
128002,108年05月19日 18時08分06秒,澎湖縣白沙鄉縣道203線與澎8號道岔路口(鎮海段),死亡0;受傷1,自用-小客車;普通重型-機車,119.597729,23.643795
128082,108年05月19日 20時45分00秒,澎湖縣馬公市重慶里民生路口 / 澎湖縣馬公市重慶里建國路口,死亡0;受傷1,自用-小客車;普通重型-機車,119.56666899999999,23.567512
128183,108年05月20日 06時15分00秒,澎湖縣馬公市朝陽里朝陽路155號前0.0公尺東側,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),119.575158,23.573755
128252,108年05月20日 07時38分00秒,澎湖縣馬公市縣202線 900.0公尺處東側向外側,死亡0;受傷1,普通重型-機車;自用-小客車,119.607394,23.569864000000003
128400,108年05月20日 09時21分00秒,澎湖縣馬公市縣203線 5公里北側向外側,死亡0;受傷1,普通重型-機車;普通重型-機車,119.602174,23.575588
128724,108年05月20日 16時58分00秒,澎湖縣馬公市縣201線 5公里800.0公尺處西側向外側,死亡0;受傷4,普通重型-機車;普通重型-機車;乘客-人;乘客-人,119.57561799999999,23.519341
129476,108年05月21日 15時24分00秒,澎湖縣馬公市中央里民族路口 / 澎湖縣馬公市中央里民族路口,死亡0;受傷1,普通重型-機車;計程車-小客車,119.563849,23.565434
130190,108年05月22日 11時18分00秒,澎湖縣馬公市縣204線 550.0公尺處東側向外側,死亡0;受傷1,自用-小客車;普通重型-機車,119.5855,23.566616
130302,108年05月22日 14時08分00秒,澎湖縣馬公市朝陽里朝陽路口 / 澎湖縣馬公市朝陽里朝陽路口,死亡0;受傷1,普通重型-機車;普通重型-機車,119.578227,23.573731
130504,108年05月22日 18時01分00秒,澎湖縣馬公市縣204線 300.0公尺處西側向外側,死亡0;受傷2,普通重型-機車;普通重型-機車,119.583975,23.568112
130506,108年05月22日 18時03分00秒,澎湖縣馬公市光榮里陽明路口 / 澎湖縣馬公市光榮里信義路口,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,119.568881,23.574487
